Country,Year,PercentageHomicidesByFirearms,NumberOfHomicidesByFirearms,NumberHomicidesByFirearmsPer100K,Population,Region,Subregion,,IsWeaponLegal,IsHiddenWeaponLegal,LegalFrom,IllegalFrom,GunLawUrl,GunLawSummary,GunLegalAge,
Philippines,2001,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2002,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2003,49.92983125,7348.772424,8.929901714,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2004,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2005,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2006,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2007,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2008,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2009,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Philippines,2010,,,,99900177,Asia,South-Eastern Asia,,,,,,,,,
Singapore,1995,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,1996,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,1997,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,1998,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,1999,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2000,2.702702703,1,0.02551476,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2001,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2002,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2003,0,0,0,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2004,0,0,0,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2005,0,0,0,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2006,5.882352941,1,0.022675968,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2007,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2008,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2009,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Singapore,2010,,,,4701069,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,1995,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,1996,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,1997,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,1998,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,1999,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2000,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2001,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2002,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2003,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2004,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2005,53.21354527,770,0.925913177,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2006,52.88522511,834,0.991964611,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2007,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2008,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2009,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Viet Nam,2010,,,,89571130,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,1995,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,1996,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,1997,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,1998,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,1999,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2000,43.55369429,1456,1.123523759,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2001,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2002,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2003,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2004,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2005,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2006,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2007,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2008,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2009,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
Bangladesh,2010,,,,156118464,Asia,South-Eastern Asia,,,,,,,,,
India,1995,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,1996,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,1997,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,1998,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,1999,21.18580319,9294,0.896880301,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2000,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2001,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2002,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2003,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2004,20.75601713,8434,0.751029933,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2005,14.28390624,5643,0.494981389,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2006,13.90308985,5575,0.481833561,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2007,11.97198783,4838,0.412105359,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2008,10.01758757,4101,0.34437191,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2009,7.589811543,3093,0.25609808,1173108018,Asia,South-Eastern Asia,,,,,,,,,
India,2010,,,,1173108018,Asia,South-Eastern Asia,,,,,,,,,
Maldives,1995,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,1996,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,1997,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,1998,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,1999,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2000,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2001,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2002,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2003,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2004,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2005,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2006,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2007,22.22222222,2,0.658893915,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2008,62.5,5,1.625318562,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2009,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Maldives,2010,,,,395650,Asia,South-Eastern Asia,,,,,,,,,
Nepal,1995,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,1996,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,1997,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,1998,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,1999,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2000,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2001,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2002,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2003,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2004,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2005,11.50054765,105,0.38486992,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2006,13.27014218,84,0.301792811,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2007,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2008,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2009,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Nepal,2010,,,,28951852,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,1995,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,1996,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,1997,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,1998,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,1999,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2000,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2001,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2002,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2003,13.28244275,174,0.898303152,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2004,21.1328976,291,1.483891062,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2005,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2006,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2007,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2008,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2009,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Sri Lanka,2010,,,,21513990,Asia,South-Eastern Asia,,,,,,,,,
Armenia,1995,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,1996,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,1997,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,1998,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,1999,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2000,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2001,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2002,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2003,,,,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2004,25.33333333,19,0.620385475,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2005,14.54545455,8,0.260930203,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2006,21.33333333,16,0.521199123,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2007,23.94366197,17,0.552992813,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2008,17.94871795,14,0.454680235,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2009,13.04347826,9,0.291736184,2968000,Asia,Western Asia,,,,,,,,,
Armenia,2010,,,,2968000,Asia,Western Asia,,,,,,,,,
Azerbaijan,1995,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,1996,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,1997,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,1998,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,1999,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2000,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2001,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2002,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2003,7.650273224,14,0.167129596,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2004,7.960199005,16,0.188686633,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2005,8.854166667,17,0.197952888,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2006,9.473684211,18,0.20685568,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2007,12.5,22,0.24940449,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2008,6.547619048,11,0.122992978,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2009,,,,8303512,Asia,Western Asia,,,,,,,,,
Azerbaijan,2010,,,,8303512,Asia,Western Asia,,,,,,,,,
Bahrain,1995,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,1996,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,1997,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,1998,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,1999,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2000,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2001,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2002,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2003,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2004,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2005,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2006,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2007,25,1,0.108022508,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2008,0,0,0,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2009,,,,738004,Asia,Western Asia,,,,,,,,,
Bahrain,2010,,,,738004,Asia,Western Asia,,,,,,,,,
Cyprus,1995,100,9,1.052109831,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,1996,70,7,0.801578422,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,1997,66.66666667,4,0.449055748,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,1998,,,,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,1999,,,,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2000,,,,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2001,,,,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2002,,,,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2003,71.42857143,10,1.001869488,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2004,50,7,0.68910796,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2005,62.5,10,0.968464848,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2006,35.71428571,5,0.476975441,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2007,27.27272727,3,0.282212964,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2008,33.33333333,3,0.278551273,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2009,26.31578947,5,0.458516625,1102677,Asia,Western Asia,,,,,,,,,
Cyprus,2010,,,,1102677,Asia,Western Asia,,,,,,,,,
Georgia,1995,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,1996,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,1997,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,1998,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,1999,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2000,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2001,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2002,,,,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2003,30.46357616,92,2.013181965,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2004,28.46975089,80,1.770065406,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2005,23.32506203,94,2.099617468,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2006,25.3869969,82,1.845672517,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2007,14.24242424,47,1.064322199,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2008,17.11026616,45,1.02411961,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2009,16.09756098,33,0.754521987,4630000,Asia,Western Asia,,,,,,,,,
Georgia,2010,13.33333333,24,0.551439671,4630000,Asia,Western Asia,,,,,,,,,
Israel,1995,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,1996,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,1997,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,1998,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,1999,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2000,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2001,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2002,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2003,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2004,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2005,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2006,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2007,11.71661108,6,0.086702922,7353985,Asia,Western Asia,,,,,,,,,
Israel,2008,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2009,,,,7353985,Asia,Western Asia,,,,,,,,,
Israel,2010,,,,7353985,Asia,Western Asia,,,,,,,,,
Jordan,1995,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,1996,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,1997,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,1998,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,1999,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2000,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2001,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2002,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2003,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2004,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2005,38.80597015,26,0.486708915,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2006,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2007,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2008,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2009,,,,6407085,Asia,Western Asia,,,,,,,,,
Jordan,2010,,,,6407085,Asia,Western Asia,,,,,,,,,
Lebanon,1995,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,1996,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,1997,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,1998,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,1999,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2000,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2001,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2002,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2003,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2004,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2005,5.128205128,8,0.197412904,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2006,36.47058824,31,0.756566817,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2007,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2008,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2009,,,,4125247,Asia,Western Asia,,,,,,,,,
Lebanon,2010,,,,4125247,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,1995,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,1996,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,1997,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,1998,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,1999,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2000,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2001,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2002,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2003,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2004,66.89655172,97,2.784569352,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2005,72.4137931,105,2.953103036,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2006,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2007,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2008,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2009,,,,-1,Asia,Western Asia,,,,,,,,,
Occupied Palestinian Territory,2010,,,,-1,Asia,Western Asia,,,,,,,,,
Qatar,1995,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,1996,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,1997,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,1998,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,1999,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2000,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2001,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2002,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2003,50,2,0.306044376,840926,Asia,Western Asia,,,,,,,,,
Qatar,2004,16.66666667,1,0.139831587,840926,Asia,Western Asia,,,,,,,,,
Qatar,2005,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2006,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2007,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2008,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2009,,,,840926,Asia,Western Asia,,,,,,,,,
Qatar,2010,,,,840926,Asia,Western Asia,,,,,,,,,
Turkey,1995,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,1996,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,1997,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,1998,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,1999,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2000,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2001,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2002,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2003,18.96369404,538,0.810980703,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2004,18.49691146,539,0.801654746,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2005,14.85627837,491,0.720541596,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2006,16.88762626,535,0.774648991,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2007,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2008,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2009,,,,77804122,Asia,Western Asia,,,,,,,,,
Turkey,2010,,,,77804122,Asia,Western Asia,,,,,,,,,
Belarus,1995,8.333333333,80,0.778647083,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,1996,6.804123711,66,0.644257315,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,1997,6.366307542,65,0.63698125,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,1998,,,,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,1999,,,,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2000,,,,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2001,5.469556244,53,0.52948058,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2002,3.842264914,38,0.38139656,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2003,4.778156997,42,0.423475591,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2004,5.27607362,43,0.435570511,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2005,1.333333333,11,0.111958125,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2006,0.817438692,6,0.061369629,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2007,2.465331279,16,0.164469829,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2008,2.772643253,15,0.154947633,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2009,2.536997886,12,0.124532794,9685000,Europe,Eastern Europe,,,,,,,,,
Belarus,2010,,,,9685000,Europe,Eastern Europe,,,,,,,,,
Bulgaria,1995,21.65991903,107,1.280421376,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,1996,23.97260274,105,1.26918724,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,1997,27.63819095,110,1.341789371,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,1998,14.17322835,54,0.664183441,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,1999,20.79510703,68,0.84293609,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2000,18.97590361,63,0.786894288,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2001,,,,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2002,,,,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2003,20.64777328,51,0.650500496,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2004,18.75,45,0.577724484,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2005,21.93877551,43,0.555619086,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
