Country,Year,PercentageHomicidesByFirearms,NumberOfHomicidesByFirearms,NumberHomicidesByFirearmsPer100K,Population,Region,Subregion,,IsWeaponLegal,IsHiddenWeaponLegal,LegalFrom,IllegalFrom,GunLawUrl,GunLawSummary,GunLegalAge,
Bulgaria,2006,24.04371585,44,0.572207368,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2007,31.95266272,54,0.706780102,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2008,29.65116279,51,0.671819744,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2009,,,,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Bulgaria,2010,,,,7148785,Europe,Eastern Europe,,1,0,,2002,http://www.mvr.bg/NR/rdonlyres/054D77D0-D898-459D-B5D4-71A4741B82A7/0/Zakon_KontrolGuns_EN.pdf,Prohibited is the open carrying of firearms except in carrying out guarding activity,18,1
Czech Republic,1995,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,1996,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,1997,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,1998,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,1999,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2000,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2001,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2002,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2003,19.82758621,46,0.45101015,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2004,13.65638767,31,0.303871966,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2005,12.3655914,23,0.225034876,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2006,14.28571429,33,0.321675175,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2007,16.32653061,32,0.310272191,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2008,16.83168317,34,0.327636348,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2009,11.04972376,20,0.191575744,10476000,Europe,Eastern Europe,,,,,,,,,
Czech Republic,2010,,,,10476000,Europe,Eastern Europe,,,,,,,,,
Hungary,1995,,,,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,1996,,,,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,1997,,,,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,1998,14.18685121,41,0.39941619,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,1999,18.97233202,48,0.468868041,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2000,21.46341463,44,0.430927046,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2001,12.5984252,32,0.314197927,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2002,18.71921182,38,0.374042513,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2003,9.322033898,22,0.217079992,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2004,5.263157895,11,0.108798936,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2005,12.80487805,21,0.208190079,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2006,5.747126437,10,0.099361365,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2007,7.792207792,12,0.119491302,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2008,8.163265306,12,0.119737942,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2009,5.035971223,7,0.069984275,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Hungary,2010,,,,9982000,Europe,Eastern Europe,,1,0,,2004,http://www.gunpolicy.org/firearms/region/hungary,,18,0
Poland,1995,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,1996,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,1997,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,1998,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,1999,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2000,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2001,16.8814433,131,0.342333213,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2002,15.5027933,111,0.29034412,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2003,14.50151057,96,0.251321065,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2004,10.58451817,67,0.175506915,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2005,9.72972973,54,0.141490747,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2006,9.795918367,48,0.125752122,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2007,10.28571429,54,0.141399153,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2008,6.956521739,32,0.083729167,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2009,7.099391481,35,0.091505115,38500000,Europe,Eastern Europe,,,,,,,,,
Poland,2010,,,,38500000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,1995,6.71641791,27,0.622299049,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,1996,7.575757576,30,0.696430076,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,1997,5.314009662,22,0.515419235,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,1998,5.866666667,22,0.5211677,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,1999,8.184143223,32,0.767920321,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2000,4.842615012,20,0.487004765,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2001,8.272506083,34,0.841541665,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2002,4.987531172,20,0.503929135,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2003,4.494382022,16,0.41063451,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2004,6.600660066,20,0.52247887,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2005,4.850746269,13,0.345113564,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2006,4.31372549,11,0.296100013,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2007,2.790697674,6,0.163419165,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2008,2.145922747,5,0.137549349,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2009,3.333333333,8,0.222046251,4324000,Europe,Eastern Europe,,,,,,,,,
Republic of Moldova,2010,,,,4324000,Europe,Eastern Europe,,,,,,,,,
Romania,1995,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,1996,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,1997,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,1998,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,1999,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2000,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2001,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2002,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2003,1.243339254,7,0.031926577,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2004,0.54446461,3,0.013732954,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2005,1.531728665,7,0.032151758,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2006,1.598173516,7,0.032250373,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2007,1.682692308,7,0.032340203,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2008,1.276595745,6,0.027791231,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2009,1.259445844,5,0.023215625,21959278,Europe,Eastern Europe,,,,,,,,,
Romania,2010,,,,21959278,Europe,Eastern Europe,,,,,,,,,
Slovakia,1995,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,1996,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,1997,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,1998,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,1999,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2000,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2001,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2002,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2003,27.39726027,40,0.739483345,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2004,25.40983607,31,0.572871151,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2005,11.32075472,12,0.221586351,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2006,11.23595506,10,0.184429638,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2007,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2008,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2009,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Slovakia,2010,,,,5455000,Europe,Eastern Europe,,,,,,,,,
Ukraine,1995,6.337325349,254,0.496853373,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,1996,5.469262743,250,0.492384554,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,1997,5.352289358,256,0.508513247,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,1998,4.554738562,223,0.447251185,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,1999,4.460145728,202,0.409187632,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2000,3.79136533,173,0.353842625,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2001,,,,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2002,,,,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2003,3.612967087,146,0.30644407,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2004,3.025894676,104,0.21998826,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2005,3.301886792,105,0.223766438,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2006,4.713313897,97,0.208191154,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2007,2.83446712,75,0.162049488,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2008,3.42019544,84,0.182642111,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2009,4.464285714,100,0.218746534,45415596,Europe,Eastern Europe,,,,,,,,,
Ukraine,2010,,,,45415596,Europe,Eastern Europe,,,,,,,,,
Denmark,1995,23.33333333,14,0.267514356,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,1996,31.88405797,22,0.418631937,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,1997,21.59090909,19,0.360014037,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,1998,28.57142857,14,0.264168438,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,1999,21.15384615,11,0.206747952,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2000,24.13793103,14,0.262196786,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2001,,,,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2002,,,,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2003,,,,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2004,,,,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2005,20.75471698,11,0.202972851,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2006,27.5862069,8,0.146987383,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2007,17.94871795,7,0.127991106,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2008,11.11111111,6,0.109144251,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2009,31.91489362,15,0.271499404,5484000,Europe,Northern Europe,,,,,,,,,
Denmark,2010,,,,5484000,Europe,Northern Europe,,,,,,,,,
Estonia,1995,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,1996,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,1997,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,1998,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,1999,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2000,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2001,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2002,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2003,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2004,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2005,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2006,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2007,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2008,3.87522005,3.271496438,0.243751341,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2009,,,,1291170,Europe,Northern Europe,,,,,,,,,
Estonia,2010,,,,1291170,Europe,Northern Europe,,,,,,,,,
Finland,1995,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,1996,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,1997,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,1998,19.46902655,22,0.427099544,5244000,Europe,Northern Europe,,,,,,,,,
Finland,1999,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2000,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2001,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2002,,,,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2003,17.47572816,18,0.345449992,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2004,19.59459459,29,0.554910605,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2005,10.25641026,12,0.228818029,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2006,15.83333333,19,0.36080955,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2007,18.75,24,0.45364924,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2008,22.72727273,30,0.564298631,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2009,19.83471074,24,0.449308122,5244000,Europe,Northern Europe,,,,,,,,,
Finland,2010,,,,5244000,Europe,Northern Europe,,,,,,,,,
Iceland,1995,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,1996,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,1997,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,1998,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,1999,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2000,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2001,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2002,,,,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2003,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2004,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2005,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2006,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2007,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2008,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2009,0,0,0,308910,Europe,Northern Europe,,,,,,,,,
Iceland,2010,,,,308910,Europe,Northern Europe,,,,,,,,,
Ireland,1995,27.90697674,12,0.332321783,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,0
Ireland,1996,38.0952381,16,0.439746849,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,1
Ireland,1997,23.68421053,9,0.245240963,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,2
Ireland,1998,7.894736842,3,0.080934808,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,3
Ireland,1999,31.57894737,12,0.31991938,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,4
Ireland,2000,,,,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,5
Ireland,2001,,,,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,6
Ireland,2002,,,,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,7
Ireland,2003,46.66666667,21,0.5236247,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,8
Ireland,2004,30,9,0.220281784,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,9
Ireland,2005,42.30769231,22,0.529095185,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,10
Ireland,2006,43.5483871,27,0.638837335,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,11
Ireland,2007,23.37662338,18,0.419457418,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,12
Ireland,2008,42,21,0.482440764,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,13
Ireland,2009,,,,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,14
Ireland,2010,,,,4622917,Europe,Northern Europe,,0,0,,,http://www.gunpolicy.org/firearms/region/ireland,"In Ireland, private possession of handguns (pistols and revolvers) is restricted",,15
Latvia,1995,16.09195402,56,2.247105347,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,1996,15.625,45,1.827324346,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,1997,13.80597015,37,1.517018902,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,1998,17.27941176,47,1.942294031,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,1999,14.8,37,1.540093205,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2000,13.10043668,30,1.257876403,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2001,16.38655462,39,1.647445066,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2002,12.78538813,28,1.191317001,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2003,8.411214953,18,0.771133888,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2004,3.465346535,7,0.301824443,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2005,10.31746032,13,0.563862161,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2006,3.125,4,0.174437874,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2007,4.255319149,4,0.175308422,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2008,8.080808081,8,0.352237013,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2009,4.62962963,5,0.221103928,2217969,Europe,Northern Europe,,,,,,,,,
Latvia,2010,,,,2217969,Europe,Northern Europe,,,,,,,,,
Lithuania,1995,50.19920319,252,6.943862728,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,1996,47.16049383,191,5.299602336,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,1997,33.50383632,131,3.662155785,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,1998,37.62057878,117,3.29594548,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,1999,27.18446602,84,2.383836228,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2000,22.43243243,83,2.3714096,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2001,4.249291785,15,0.431081307,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2002,5.460750853,16,0.462106942,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2003,2.034883721,7,0.203065123,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2004,4.953560372,16,0.466192316,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2005,2.98102981,11,0.322037808,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2006,3.249097473,9,0.264869868,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2007,2.631578947,7,0.207159246,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2008,1.398601399,4,0.119054741,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2009,2.5,6,0.179581736,2944459,Europe,Northern Europe,,,,,,,,,
Lithuania,2010,,,,2944459,Europe,Northern Europe,,,,,,,,,
Norway,1995,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,1996,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,1997,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,1998,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,1999,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2000,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2001,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2002,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2003,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2004,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2005,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2006,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2007,8.053834899,2.395911247,0.05073916,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2008,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2009,,,,5009150,Europe,Northern Europe,,,,,,,,,
Norway,2010,,,,5009150,Europe,Northern Europe,,,,,,,,,
Sweden,1995,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,1996,28.86597938,28,0.316476406,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,1997,19.78021978,18,0.20329946,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,1998,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,1999,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2000,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2001,39.28571429,33,0.371746291,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2002,58.58585859,58,0.651551349,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2003,48.19277108,40,0.447658032,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2004,33.94495413,37,0.412120119,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2005,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2006,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2007,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2008,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2009,,,,9555893,Europe,Northern Europe,,,,,,,,,
Sweden,2010,,,,9555893,Europe,Northern Europe,,,,,,,,,
United Kingdom (England and Wales),1995,9.296148738,70,0.136526759,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),1996,7.216494845,49,0.095312196,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),1997,7.98376184,59,0.114429791,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),1998,6.533333333,49,0.094740913,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),1999,8.093994778,62,0.119384592,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2000,,,,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2001,10.77441077,96,0.183346066,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2002,,,,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2003,7.522123894,68,0.128807395,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2004,9.358974359,73,0.137598251,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
United Kingdom (England and Wales),2005,7.052186178,50,0.093604912,-1,Europe,Northern Europe,,1,0,,1997,https://en.wikipedia.org/wiki/Firearms_policy_in_the_United_Kingdom, Semi-automatic shotguns are legal,18,0
